序号,景点名称,地区,评分,评级,地址,评语,价格,销量,省市自治区
23910,日照旅游出海观光捕鱼,山东·日照·日照市区,0,\N,山东省日照市山海天旅游度假区吴家台清馨渔家,海天一色，鱼虾满仓，使人流连忘返,68,56,山东省
23911,朱家峪民俗旅游区,山东·济南·章丘市,0.7,4A景区,山东省济南章丘市经十东路朱家峪村,“中国历史文化名村”,70,152,山东省
23912,孟良崮,山东·临沂·蒙阴县,0.8,4A景区,山东省临沂市蒙阴县垛庄镇泉桥村孟良崮景区,红色旅游的必去之地,6,222,山东省
23913,天崮山,山东·烟台·栖霞市,0,\N,山东省烟台栖霞市苏家店镇,千米木栈道宛若一道天梯盘恒于山际之间,50,80,山东省
23914,石岛赤山,山东·威海·荣成市,0.8,4A景区,山东省威海荣成市石岛区法华路,十大景观交相辉映，美不胜收,125,378,山东省
23915,栈桥,山东·青岛·市南区,1,\N,山东省青岛市市南区太平路14号,在这里感受惊涛拍案，飞阁回澜,26.9,74,山东省
23916,定远舰,山东·威海·威海市,0.78,3A景区,山东省威海市海滨北路101-2刘公岛码头客运中心西侧定远舰景区,按原貌复制再现的北洋海军旗舰“定远”号,60,276,山东省
23919,云瀑洞天,山东·临沂·费县,0,4A景区,山东省临沂费县南张庄乡,壮丽险峻的巨石阵,64.5,200,山东省
23920,开元溶洞,山东·淄博·博山区,0.7,4A景区,山东省淄博市博山区源泉镇东高村,暮春细雨绵绵来,69,178,山东省
23921,井塘古村,山东·潍坊·青州市,0,\N,山东省潍坊市青州市区西南15公里处王府街道办事处,历经500余年沧桑的明代建筑风貌古村落,35,160,山东省
23922,鹤伴山,山东·滨州·邹平县,0.8,4A景区,山东省滨州市邹平县,世界闻名石刻释迦牟尼（如来）佛像,25,82,山东省
23923,济南象山乐园欢乐谷,山东·济南·济南金象山橡谷国际营地,0,\N,山东省济南市历城区锦绣川商家村金象山乐园,大型电动游乐设施让你体会惊险刺激的感觉,168,8,山东省
23924,东阿药王山景区,山东·聊城·东阿县,0,4A景区,山东省聊城市阿胶县阿胶街78号,祈福祈寿求平安，请到东阿药王山,24,14,山东省
23925,花仙子风景区,山东·日照·东港区,0,\N,山东省日照市东港区西湖镇北乐台村,置身一片花的海洋，心旷神怡，流连忘返,45,90,山东省
23926,泰山地下溶洞漂流(原泰山大裂谷),山东·泰安·泰山宝泰隆旅游度假区,0,\N,山东省泰安市泰山区邱家店镇宝泰隆旅游区,地下暗河漂流，水道蜿蜒曲折，惊险刺激,108,860,山东省
23927,五莲山,山东·日照·五莲县,0.8,4A景区,山东省日照市五莲县文化路东首,百座奇秀峰，千年皇家寺，万亩杜鹃海,57,176,山东省
23928,琅琊台风景区,山东·青岛·胶南市,0.72,4A景区,山东省青岛胶南市琅琊镇琅琊台,树木苍翠，景致宜人，名胜众多,44.8,180,山东省
23929,天谷旅游景区（天然地下画廊）,山东·临沂·沂水县,0.86,4A景区,山东省临沂市沂水县院东头乡留虎峪,巅峰视听，品位追求，冲击视觉盛宴,63,152,山东省
23930,百脉泉公园,山东·济南·章丘市,0.72,4A景区,山东省济南市章丘市汇泉路31号,百脉泉游人如织，湖面柳絮惹人烦,40,190,山东省
23931,欧乐堡梦幻世界,山东·烟台·蓬莱市,0,\N,山东省烟台蓬莱市海市路三仙山大酒店对面路南,欧洲风情的大型主题乐园,170,322,山东省
23932,九天洞,山东·淄博·沂源县,0,3A景区,山东省淄博市沂源县土门镇,洞内四季恒温，冬暖夏凉,43,22,山东省
23933,隆霞湖风景区,山东·威海·西霞口,0,\N,山东省威海荣成市成山镇西霞口村,碧波荡漾，曲桥连通，廊榭环绕，亭台点缀,20,114,山东省
23934,马耳山,山东·潍坊·诸城市,0,\N,山东省潍坊诸城市皇华镇桥上村,岚气霭霭，泉水淙淙山虽陡峭却又曲径通幽,50,16,山东省
23935,日照河山风景区,山东·日照·东港区,0,\N,山东省日照市东港区河山镇,日照除了有海，还有山,31.5,10,山东省
23936,鹤山,山东·青岛·即墨市,0.7,3A景区,山东省青岛即墨鳌山卫镇南4公里,以回环曲折、峥嵘清秀、泉甘石奇为特色,14.9,3339,山东省
23937,泰和山风景区,山东·潍坊·青州市,0,3A景区,山东省潍坊青州市庙子镇,集自然景观休闲娱乐住宿于一体的综合性景区,99,96,山东省
23938,西霞口,山东·威海·荣成市,0.76,4A景区,山东省威海市荣成市环海公路,中国石画艺术，精美的中国山水画卷,20,584,山东省
23939,威海多福山国际养生旅游度假区,山东·威海·乳山市银滩旅游度假区,0,3A景区,山东省威海市乳山市银滩旅游度假区小陶村北,海上仙山，天赐福地，神韵多福，养生净土,58,130,山东省
23940,临朐揽翠湖天沐温泉,山东·潍坊·临朐县,0,4A景区,山东省潍坊市临朐县东城街办大张庄村南,国内一流休闲养生度假胜地,50,82,山东省
23972,泉城夜宴明湖秀,山东·济南,0,\N,济南市大明湖路271号大明湖北岸奇石馆前,综合演绎的“视听体验，综合水秀”,40,90,山东省
23973,德百温泉度假村,山东·德州·夏津黄河故道森林公园,0,\N,山东省德州市夏津县黄河故道森林公园内,汉唐风格的养生度假，颐养天年之风水宅地,118,130,山东省
23974,千禧农谷乐园,山东·淄博·淄博市,0,\N,山东省淄博市周村区正阳路与309国道交叉口向东1公里路南,四季恒温大型室内旅游项目,78,76,山东省
23975,青岛红树林极乐汤,山东·青岛·黄岛区,0,\N,山东省青岛市黄岛区滨海大道3588号红树林生活茂B1层,面朝大海坐拥灵山湾海景,158,64,山东省
23976,无极鬼谷,山东·临沂,0,\N,山东省临沂市临港经济开发区朱芦镇刘家彩村无极鬼谷旅游区,集游客参与体验、文化感受、游乐为一体,60,70,山东省
23977,百果山都市休闲风景区,山东·青岛·李沧区,0,\N,山东省青岛市李沧区九水路街道办事处毕家上流社区,青岛百果山都市休闲风景区南临天水路，东临滨海大道，西临青银高速和308国道，北至石门水库，距308国道和青银高速仅10分,40,6,山东省
23978,济南芙蓉街,山东·济南·历下区,0,\N,山东省济南市历下区,流水潺潺，垂柳依依，意境优雅而享誉四海,58,10,山东省
23979,宛园,山东·聊城·临清市,0,\N,聊城市临清市大众路北首银河路西首交界处,宛园建设崇尚自然，叠山理水、廊桥相连,20,82,山东省
23980,日照森林大马戏,山东·日照·东港区,0,\N,山东省日照市东港区森林公园路日照森林大马戏（日照海滨国家森林公园2号门西）,丰富旅游产品而投资建设的国际马戏表演项目,63,60,山东省
23981,青岛山炮台遗址（德军地下指挥部）,山东·青岛·市南区,0,\N,青岛市市北区兴安支路1号,了解历史，参观古迹,55,4,山东省
23983,知春湖温泉度假村,山东·临沂·河东区,0.7,\N,山东省临沂市河东区汤头镇,为全国十三个甲级温泉之一,149,8,山东省
23984,花样年华动感卡丁车,山东·泰安·泰山区,0,\N,山东省泰安市泰山区博阳路中段花样年华景区内,赛道地面完全按照国际F1的标准设计,40,8,山东省
23985,金泉寺,山东·潍坊·奎文区,0,3A景区,山东省潍坊市奎文区,小桥流水、柏檀叠秀、佛音缭绕,45,6,山东省
24001,太清宫游览区,山东·青岛·崂山,0.72,\N,山东省青岛市崂山区东南蟠桃峰下,素有“北国小江南”,100,34,山东省
24002,沐心双马山旅游度假区,山东·淄博·沂源县,0,\N,山东省淄博市沂源县燕崖镇红旗水库东,西临红旗湖，有双马饮水的奇观。,50,14,山东省
24003,寻山爱伦湾海洋牧场,山东·威海·荣成市,0,\N,山东省威海荣成市寻山街道青鱼滩村,生态海洋牧场,70,52,山东省
24004,昆嵛山石门里景区,山东·烟台·牟平区,0,\N,山东省烟台市牟平区东南20公里处昆嵛山林场,泰礴顶，乃取泰山支脉而气势磅礴之意。为胶东半岛高峰，海拔923米，被称为胶东屋脊。山峰高耸，轩昂挺拔，雄伟奇峻，峥嵘高峭,34.9,40,山东省
24005,管仲纪念馆,山东·淄博·临淄区,0.7,3A景区,山东省淄博市临淄区齐陵街道白山西村,历代宰相文化的专题纪念馆,13,10,山东省
24006,聊城摩天轮欢乐城,山东·聊城·聊城市,0,\N,山东省聊城市湖南路与聊阳路路口东北角,摩天轮欢乐城，享受美好的摩天轮，放松心情,38,22,山东省
24007,甲午海战陈列馆,山东·威海·刘公岛,0.72,\N,山东省威海市威海湾口刘公岛,甲午悲壮史的大型纪念馆,10,48,山东省
24008,宝湖马术小镇,山东·青岛·即墨市,0,\N,山东省青岛即墨市的田横岛省级旅游度假区房家村豹虎山,观光度假、赛马、马术于一体的综合度假小镇,29.9,4,山东省
24009,诸城恐龙文化旅游区,山东·潍坊·诸城市,0,\N,山东省诸城市龙都街道龙乡街338号,以龙立方为主题,80.24,74,山东省
24010,三鲨海洋世界,山东·菏泽·牡丹区,0,\N,菏泽市牡丹区中华东路紫金国际广场（火车站西侧）,\N,98,10,山东省
24011,弘润融汇温泉小镇,山东·潍坊·寒亭区,0,\N,潍坊市滨海经济开发区北海路14888号,游乐设施非常齐全的四季型水上乐园,109,16,山东省
24012,佰金瀚,山东·淄博·淄博市,0,\N,山东省淄博市张店区新华街5号甲,现代洗浴的新体验,19.9,6,山东省
24013,青岛海泉湾?海洋之星摩天轮,山东·青岛,0,\N,山东省青岛市滨海大道188号港中旅海泉湾度假区,青青之岛，因海而生，向海而来。,50,24,山东省
24014,临沂凤凰欢乐水世界,山东·临沂·临沂凤凰大世界,0,\N,山东省临沂市河东区滨河东路与长春路交汇处向东500米凤凰欢乐大世界内,各种水上项目，畅玩一夏,118,8,山东省
24015,东楮岛风景区,山东·威海·荣成市,0,\N,山东省荣成市宁津镇东楮岛村,自然和人文相结合,86,14,山东省
24076,白浪明珠梦幻乐园,山东·潍坊·奎文区,0,\N,山东省潍坊市奎文区泰华假日广场白浪河沿岸（泰华城负一负二楼）,潍坊人自己的主题乐园,59,8,山东省
24077,灵芝洞,山东·淄博·沂源县,0,\N,山东省淄博市沂源县望峰路106号,新、奇、多、全，是一个地下迷宫,30,6,山东省
24078,蓬莱古罗马艺术养生温泉,山东·烟台·蓬莱市,0,\N,山东省烟台蓬莱欧乐堡骑士度假酒店F－1,养生更养心,179,4,山东省
24079,青岛火车站,山东·青岛·市南区,0,\N,山东省青岛市市南区泰安路2号,中西建筑风格联姻的产物,248,6,山东省
24080,嘉祥青山寺,山东·济宁·嘉祥县,0,\N,山东省济宁市嘉祥县,以惠济公庙为主体的古建筑群,12.5,6,山东省
24081,筑梦森林萌宠乐园,山东·青岛·黄岛区,0,\N,青岛青岛市黄岛区滨海大道2777号万达茂内二楼西首2091号,\N,25,4,山东省
24082,官护山景区,山东·潍坊·临朐县,0,\N,山东省潍坊市临朐县五井镇阳城村南侧,出游休假好去处,35,54,山东省
24083,青云湖,山东·潍坊·安丘市,0.72,3A景区,山东省安丘市境内,景色秀丽，水天一色，植被丰富，气候宜人,340,4,山东省
24084,菏泽野生动物世界,山东·菏泽·牡丹区,0,\N,菏泽市牡丹区G220旧国道中国牡丹园正门东600米,\N,45,24,山东省
24085,奇遇小螺号成长乐园,山东·威海,0,\N,山东省威海市滨海新城服务区滨海大道1688号奇遇小螺号成长乐园（市委党校北600米，那香海西2KM）,奇遇小螺号成长乐园目标定位3-12岁儿童，围绕“欢乐休闲?亲子互动?研学旅行”为主题进行立体开发，努力打造成为全国首家以,88,40,山东省
24086,北崔崖·遇龙河景区,山东·潍坊·青州市,0,\N,潍坊市青州市庙子镇杨集乡北崔崖村,北崔崖一派原生态环境。,27,26,山东省
24088,黄河部落,山东·菏泽·牡丹区,0,\N,菏泽市牡丹区李村镇,黄河部落位于菏泽市牡丹区李村镇郝寨村村西，这是以一处集黄河风情体验，拓展项目训练，真人实战CS等为一体的综合性休闲旅游度,58,8,山东省
24089,济南龙门山,山东·济南·历城区,0,\N,山东省济南市历城区柳埠镇马家峪村,"济南后花园""之称的济南南部山区",48,44,山东省
24090,龙居桃花岛旅游度假区,山东·东营·东营区,0,\N,东营市东营区龙居镇王家村北,\N,20,8,山东省
24122,太白湖景区,山东·济宁,0,\N,济宁市太白湖新区荷花路南首,\N,16,8,山东省
24123,爱弥儿亲子乐园,山东·济南·商河县,0,\N,济南市商河县G340国道北纬37度康旅示范小镇内,爱弥儿亲子乐园位于济南北纬37°康旅示范小镇内，占地66000平方米，是一个无动力亲子乐园。爱弥儿亲子乐园包含九大主题园,19.9,4,山东省
24124,侏罗纪3D错觉艺术馆,山东·威海·环翠区,0,\N,威海市环翠区世昌大道1号银座家居4楼,\N,19.9,4,山东省
24125,崑龙温泉旅游度假区,山东·烟台·牟平区,0,\N,烟台市-牟平区-龙泉镇汉河东路8号,\N,128,54,山东省
24126,反弹工厂（青岛店）,山东·青岛·市南区,0,\N,青岛市市南区山东路38号百安居2楼,反弹工厂是集蹦床、攀岩、淘气堡、海绵池、扣篮板、餐饮等于一体的大型休闲娱乐场所，适合5-50岁全民活动。专业齐全的设施来,58,6,山东省
24127,青岛国际游艇俱乐部,山东·青岛·市南区,0,\N,山东省青岛市市南区奥帆中心五号门码头（心海广场对面）,青岛国际游艇俱乐部承接海上游艇观光旅游，豪华游艇租赁，海上垂钓商务洽谈 ; 出海钓鱼 ; 海上观光 ; 海上旅游,120,6,山东省
24128,仙河花海生态乐园,山东·济宁·曲阜,0,\N,济宁市曲阜市石门山镇韦庄村北,\N,19,18,山东省
24129,世乐家儿童主题乐园,山东·烟台·莱山区,0,\N,烟台市莱山区保利MALL 3楼,\N,138,8,山东省
24130,三合山景区,山东·青岛·平度市,0,\N,青岛市平度市三河山镇靠近309国道,\N,15,10,山东省
24131,世代古典汽车博物馆,山东·潍坊·昌乐县,0,\N,潍坊市昌乐县朱刘镇东圈社区（潍昌路南）,博物馆位于山东半岛中部，有”齐国古都“、中国“蓝宝石之乡”的潍坊市昌乐县朱刘镇东圈社区（潍昌路南）。博物馆景区附有高档餐,34,14,山东省
24132,滴水湾温泉,山东·威海·乳山市银滩旅游度假区,0,\N,山东省威海乳山市银滩旅游度假区东段长江路588号,温泉汩汩，暗香浮动，水雾氤氲，恍如仙境,78,6,山东省
24133,第五届济南花卉园艺博览会,山东·济南,0,\N,济南市商河县国家农业科技园区,2019年9月28日至10月7日（农历八月三十至九月初九），为期10天的第五届济南花博会农博会将在山东济南（商河）国家农,45,4,山东省
24134,青岛糖果乐园,山东·青岛·李沧区,0,\N,青岛市李沧区金水路770号维客超市西门口,青岛糖果乐园有旋转木马、小火车、碰碰车、自控飞机、逍遥水母、充气滑梯、喷球车、欢乐岛等八个游乐项目尽情游玩。,88,4,山东省
